# timestamp tx ty tz qx qy qz qw
1638734344.950481176376 -0.00013709477000000518 -0.00012347771522177662 1.4189781333640671e-05 0.008551083124442835 -0.004229286326539608 -1.5825471387618835e-05 0.9999544948967036
1638734344.989787340164 -2.7495093772746973e-05 -0.00011445458119672444 -1.3860205910492932e-05 0.009253962247885682 -0.003378149025032848 -1.0518373532345066e-05 0.9999514749132797
1638734345.039763212204 -3.4461577640381526e-05 -3.329931139256143e-06 -0.0001064593472976544 0.008690636703661209 -0.00302895460773516 -1.208029054939052e-05 0.9999576481640289
1638734345.100076198578 -1.1877603284998107e-05 5.7878642278422644e-05 -0.00018416053653994946 0.008701524279837562 -0.0030316766473018975 -6.260294679198059e-06 0.9999575452851598
1638734345.139950037003 -5.943111135967914e-05 0.0001270601719340802 -0.00025321252309711104 0.008725322711996029 -0.0032523813575807375 -1.3115393050918871e-05 0.9999566443536754
1638734345.189820289612 -0.00010084935785436823 0.00015809685339542923 -0.00031229751026602383 0.00838750220670111 -0.003231222024107504 -2.2870295219342536e-05 0.999959603428015
1638734345.239883422852 -7.45103965809208e-05 0.00012694650006191856 -0.00021354005988806672 0.008197235082097791 -0.0031736282812936992 -9.737668620069902e-06 0.9999613659165631
1638734345.290149450302 3.939880965912641e-06 5.938522873779635e-05 -0.0002181628730794215 0.008163791870633198 -0.0032035746435683694 -5.587097721675662e-07 0.9999615440663127
1638734345.339963436127 -2.8747640970702727e-05 4.8987404058549264e-05 -0.0001960796641896701 0.008222854405553582 -0.0031406058436743802 -6.553652319415143e-06 0.9999612598583054
1638734345.390079736710 -3.970292699385255e-05 8.636052594041698e-05 -0.000194547331467404 0.008286064405938539 -0.003188197693737077 -3.1793747125553984e-06 0.9999605874843358
1638734345.440025568008 -2.8519973219015003e-05 7.949924038521895e-05 -0.0002478118360675839 0.008266287388155347 -0.0032378138188688672 -4.3445154841031546e-06 0.9999605917413026
1638734345.489802122116 -1.8812057246117527e-05 6.985692644863644e-05 -0.0001779346874275468 0.008235050636557988 -0.00322107433286356 -9.697120590022414e-06 0.9999609034992927
1638734345.539824008942 -3.960722966036305e-05 7.404405609556736e-05 -0.0001832513287683762 0.008257156528539812 -0.0031888868266112375 -8.949580777674564e-06 0.9999608243760228
1638734345.589968919754 -1.2706260487783853e-07 6.931171719729163e-05 -0.00018714146809847637 0.008257514322027858 -0.0031881974217343365 -1.9501111442855746e-06 0.9999608236579164
1638734345.639871597290 -1.8758368716247163e-05 7.630707019499946e-05 -0.00018883111703253753 0.008273315408062467 -0.00313799510484836 -1.0056145326093554e-05 0.9999608518025868
1638734345.700469493866 2.1700240824189203e-05 3.45013944845611e-05 -0.00014214818521663162 0.008257789262387986 -0.0031313153921023623 2.1118917578418827e-06 0.9999610011275206
1638734345.750517606735 -1.1306583715389527e-05 5.195007185794619e-05 -0.00018818034334228077 0.008270572151006801 -0.003154625593622245 2.607144203611539e-06 0.9999608222159818
1638734345.800445795059 5.7812442036483895e-06 1.9969089421377832e-05 -0.00020432769391074803 0.008279547113290275 -0.0031634374749648676 3.12347852875962e-06 0.9999607201051375
1638734345.839980840683 -1.7911937038047912e-05 2.118844441359901e-05 -0.00016472618011548234 0.008277084596493248 -0.0031756935341271256 1.932114526287697e-07 0.9999607016483811
1638734345.889940261841 -3.2261302674262927e-05 1.8394488325403965e-05 -0.00019487937984019832 0.008286190477693477 -0.003197818067064131 1.5224512490873792e-06 0.9999605557244043
1638734345.940072774887 -8.985730463549534e-05 9.707037394396197e-06 -0.0002017583832999405 0.008306963092005478 -0.003171386489134526 -1.944259613356773e-05 0.9999604673655403
1638734346.000155687332 -0.0001169220891262293 -5.9455066816092565e-06 -0.0002441754098086729 0.008323368535016753 -0.0031699924739576075 -2.652487890607622e-05 0.9999603352035401
1638734346.040075778961 -8.046276611947975e-05 -2.823678107102711e-05 -0.00022976469833553467 0.008320511669381454 -0.00317404991563849 -1.880978546469053e-05 0.9999603462832337
1638734346.100092887878 -0.00011048320443869655 -1.2905134349555433e-05 -0.00028300513060609405 0.008339597372092148 -0.0031602082670279907 -2.9274770963215663e-05 0.9999602308803929
1638734346.140041828156 -0.0001220946296367825 1.0363720661485044e-05 -0.0003029318330229086 0.008342675603210907 -0.003178542543835243 -2.9347027976844974e-05 0.9999601470907872
1638734346.200218915939 -6.995222199749997e-05 2.494290630459929e-06 -0.0002950251825237322 0.008329764227750388 -0.003199691247828852 -1.8194825639360837e-05 0.9999601875438728
1638734346.239902973175 -0.00010216347964953909 1.7645429610470036e-05 -0.00033456139624726735 0.008324979875150086 -0.0031938930476585778 -2.8241771548362346e-05 0.9999602456896379
1638734346.300413131714 -4.48310637756676e-05 6.439651077298039e-06 -0.0004074548080950049 0.008336007766268447 -0.0032076787970838293 -1.670360774841315e-05 0.9999601099505145
1638734346.340004682541 -3.8170690486724427e-05 -2.945255252816111e-05 -0.00038352588145933663 0.008334227560444921 -0.0032127392739206275 -1.848615720778293e-05 0.9999601085121299
1638734346.390110254288 -6.687105064401489e-05 -5.5142987548648964e-05 -0.00040099267757414076 0.008348837737191675 -0.0032122183951210207 -2.9654324835069692e-05 0.9999599880405421
1638734346.450186491013 -5.9084668682831815e-05 -9.69726903704824e-05 -0.0004135828652158745 0.00837341351796328 -0.0032305339817650237 -2.1286355178875642e-05 0.9999597237604828
1638734346.490029335022 -7.532840131632968e-05 -0.00011714276854924344 -0.0004358487449472971 0.008386962761084873 -0.0032192974246295983 -2.4758331465180833e-05 0.9999596463691726
1638734346.550290584564 -7.365201379091159e-05 -0.00016266693962617906 -0.00043755524684658056 0.008402640142282928 -0.003211055561335641 -2.520767272473163e-05 0.9999595412442418
1638734346.590038061142 -8.049777801069879e-05 -0.00012880711546556762 -0.0004863679798614192 0.008414434851770052 -0.0032101385231438446 -1.775394630569645e-05 0.9999594451684454
1638734346.639896869659 -0.00012590792127036712 -8.925896570495997e-05 -0.0005242713079603332 0.008413178201553868 -0.003205363311724849 -2.607574219840011e-05 0.9999594708780173
1638734346.690080642700 -9.453188728080285e-05 -4.343800325512368e-05 -0.000603337157218852 0.008418468504339364 -0.003194162959829272 -2.2079578416345816e-05 0.999959462290107
1638734346.750258922577 -0.00011599221837643549 -1.838019796995471e-05 -0.0005516782861987142 0.008409031378673649 -0.0031987702780693606 -2.3774308389516306e-05 0.9999595269283468
1638734346.789968729019 -0.00011409294234574427 -5.622356956537649e-05 -0.0004435912345026514 0.008381670476972714 -0.0031920834792468285 -2.2541312811674414e-05 0.99995977803858
1638734346.840317249298 -0.00011281137225548937 -6.627963344272223e-05 -0.0004304024558553708 0.008380092860698301 -0.0031935722967404725 -2.224292253261132e-05 0.99995978651388
1638734346.889995813370 -0.00011987337034143786 -4.555920401771782e-05 -0.00042729136169297315 0.008382010587385642 -0.0031761114735006776 -3.202327302665607e-05 0.9999598257874817
1638734346.950333595276 -8.052898997170007e-05 -1.456446578008824e-05 -0.00042780565949480107 0.008381733586567137 -0.003192574740549607 -2.6423561279840745e-05 0.9999597758462114
1638734346.990002870560 -0.00013891965086131283 -1.876501230106684e-06 -0.0004056073327656178 0.008382226273580207 -0.0031948418367150535 -3.769186954557659e-05 0.9999597641143667
1638734347.050328969955 -0.00014278903350972255 2.527934194022876e-07 -0.0003653912255766633 0.008375093404289947 -0.0032021801408535374 -3.683804494881794e-05 0.9999598004398845
1638734347.090140581131 -0.00018591906855628364 1.1283572369911509e-05 -0.0003844625192489414 0.008390725153100567 -0.0031916726008031963 -4.364380636703638e-05 0.9999597027143806
1638734347.140031576157 -0.00022456584102064907 -5.2926739387203925e-06 -0.000349068454533618 0.008378841900500792 -0.0031675565280261655 -5.626209434085555e-05 0.9999598784094416
1638734347.190328836441 -0.0002525291923950245 -8.307378097591786e-06 -0.0002864132041519573 0.008390724606530838 -0.0031848731810700417 -4.540190188135683e-05 0.9999597243199675
1638734347.240478515625 -0.00026960395054769995 2.227732956210578e-05 -0.00030298533850622964 0.008409353564446786 -0.003213588804901053 -4.374240596576722e-05 0.9999594760320155
1638734347.290094614029 -0.00025673799296603437 -2.9491637215277877e-05 -0.00023398827482864768 0.008404838760611646 -0.003225970925493844 -4.027698170706853e-05 0.9999594742662129
1638734347.340230464935 -0.00028680605395523564 -8.372357635205042e-05 -0.00012859480265159712 0.008412937590082652 -0.0032321514206374398 -3.948745037809431e-05 0.9999593862347814
1638734347.389994859695 -0.00018835275954368451 -6.574596845167091e-05 -0.00018253309411022606 0.008447261846698908 -0.0032495484469672264 -2.326179654754628e-05 0.9999590409917163
1638734347.439936161041 -0.00014106843638313676 -3.0664478131582134e-05 -0.00022210759806762348 0.008428337215390675 -0.003230296575669241 -2.1448869793496354e-05 0.9999592630981339
1638734347.500568628311 -0.0002038352236201386 -2.0114002717446552e-05 -0.00018262185825669192 0.008406997521444607 -0.0032081712396686223 -3.490978207415395e-05 0.9999595135860644
1638734347.540323257446 -0.00020621603698691343 -1.9549158709394275e-05 -8.999226549612757e-05 0.008380685912558873 -0.0031997754329011986 -3.241677093688754e-05 0.9999597614354124
1638734347.590241909027 -0.00029173308541026715 -2.2464344813513802e-05 0.0001149610251511721 0.008392725449067976 -0.0031876394733503116 -4.604685454727488e-05 0.9999596986848079
1638734347.650358676910 -0.0002799256522380692 -3.1054229371060697e-05 0.00023391027408930192 0.008478217118385728 -0.0031986114788544987 -4.256679984193172e-05 0.9999589426107296
1638734347.690148115158 -0.00032363778487567904 -4.832102495251586e-05 0.00038319224017537224 0.008491244860494782 -0.003175419784722681 -4.615832275077217e-05 0.999958905825294
1638734347.750597000122 -0.0003274544480678113 -9.946839181268244e-05 0.00045650268937048486 0.008537030728156035 -0.003171214868956057 -4.144491457158117e-05 0.9999585295325606
1638734347.790250301361 -0.0003330328413852087 -0.00016460629281428085 0.000653273550401728 0.008520932410896387 -0.0031597317390768967 -3.519139006441233e-05 0.9999587034311729
1638734347.850531816483 0.00011448262344089642 -0.0006406484008269314 0.002033900526386505 0.009455545225342074 -0.0031745095178720966 8.958289371143797e-05 0.9999502523269435
1638734347.890217304230 0.00047960884606912954 -0.0003902201218373104 0.0019020503174818001 0.011212536873163858 -0.003154165726119594 0.00017661331658667433 0.999932147229589
1638734347.940025806427 0.0004658312184967204 -0.0006872646637175345 0.002373771030558123 0.012112557594622313 -0.003085485735155326 0.00030501196112982373 0.9999218332919821
1638734347.990170717239 0.00012910969316624803 0.00026312909612386735 0.002282652747534503 0.015767614816014356 -0.0029988694135927624 0.0017741109724884047 0.9998696123172818
1638734348.050431013107 -0.0006765960494913983 -0.0012221047954946692 0.00303720074537382 0.02966043341766166 -0.002849324803571148 0.007074114364372111 0.999530938462437
1638734348.090177774429 -0.00030254846167383456 -0.0025581639072823946 0.0036113622465254753 0.036667820536525834 -0.0033419784901518564 0.01150832681770087 0.9992556532393148
1638734348.140126705170 0.0020420123571579032 -0.0032094227524806754 0.0016385264404282075 0.03537024671256851 -0.0063097685520435405 0.01191362727637169 0.9992833421774985
1638734348.190183162689 0.0036145151368978936 -0.004391452329681663 0.001141054506592387 0.028622799493269138 -0.008070900110411759 0.008101143301491457 0.999524870825026
1638734348.240212917328 0.005017281422493498 -0.0013264356402689192 -0.0017558657247527664 0.02431715671484075 -0.0071283337166773075 0.005502126131451792 0.9996637381418632
1638734348.300675630569 0.006837592719342515 -0.0003076423973646369 -0.005228587151543073 0.02799877347059412 -0.0051498622600426045 0.00596705301511875 0.999576881425916
1638734348.340138196945 0.008462577215369254 4.0946108335673884e-05 -0.007548194027853568 0.026100091716123344 -0.0014412579462977008 0.0056856892186687175 0.9996421264262783
1638734348.390516996384 0.009447526623771147 0.0015962566383712494 -0.01155224732204471 0.021762627352955317 0.004513908679019852 0.005698787831640919 0.9997367335935915
1638734348.440186262131 0.011632345443100123 0.0024263259657555415 -0.015886566577888762 0.020743050597380602 0.006878402132570394 0.006072402977756854 0.9997427365868146
1638734348.490284442902 0.013571267147190601 0.004773231194312051 -0.020861879474952896 0.01890763851677077 0.0069055433977847505 0.005030391576197995 0.9997847317481351
1638734348.540120363235 0.014719502512573554 0.006774314241803549 -0.02529947036651069 0.01863495972105159 0.006725906538707474 0.0019041296911009398 0.9998019177554857
1638734348.590206384659 0.0133144389117429 0.008019884395992235 -0.03130483879645006 0.01858252946471942 0.008133032122882314 -0.001438872455164959 0.9997932151366296
1638734348.640463590622 0.010505621515265191 0.010113619627483542 -0.03733201031426532 0.01712810460088074 0.009848622736012409 -0.002397478519391505 0.9998019227625711
1638734348.700493574142 0.009508301738512345 0.010884161463762225 -0.04409425721779119 0.01737747181421716 0.010498027878727594 -0.001218774948064422 0.9997931433409761
1638734348.740338563919 0.009922498673047953 0.011401069929547512 -0.04923228096157296 0.015479209858532031 0.011463933594171452 -0.0014468846783735054 0.999813422001041
1638734348.800591707230 0.009803898398820296 0.01206325749666063 -0.05613232742089419 0.015101285340217369 0.012948305450824432 -0.0032132227753377375 0.9997969632712542
1638734348.840184211731 0.010505349722087984 0.012781588689569896 -0.061872200323096385 0.016904378101494495 0.01231433937280761 -0.004958041893233454 0.9997689817489829
1638734348.900801897049 0.009158573406872348 0.01490245000917655 -0.06882706608975823 0.013813566274660244 0.01110380090188861 -0.007406050049202281 0.9998155036880434
1638734348.940329313278 0.008002292832424538 0.016646699712414642 -0.07432440637212392 0.013204411311389058 0.010648350339307713 -0.009030307379172299 0.9998153378027409
1638734348.990410566330 0.007837075567545343 0.018290099510905464 -0.08132248921667395 0.013641846693503726 0.010816727216711706 -0.009651393467776655 0.9998018548868773
1638734349.040284872055 0.008254398491805046 0.020041766426655457 -0.08925157747698799 0.012335702043324594 0.01260867973191736 -0.01135944264226292 0.9997798831309687
1638734349.100549221039 0.007275447917447132 0.022063414293135263 -0.09921460090183702 0.012232836919927478 0.017447739730184365 -0.013882698639831796 0.999676550068908
1638734349.140401363373 0.007875966715898705 0.023413431755832437 -0.10685169915211089 0.01329071691663704 0.0198658300329187 -0.013883394934106327 0.9996179054949189
1638734349.190649271011 0.007427454969677659 0.02579272843442414 -0.11652499694249178 0.011939411005353973 0.02075913420424818 -0.014401893945225518 0.9996094708748642
1638734349.240477323532 0.008358027818272986 0.028171074194282917 -0.1252019091885537 0.010906303337136615 0.021711120900617508 -0.015292463457417336 0.9995878252250581
1638734349.300646305084 0.008580301073895407 0.029797483291409736 -0.13456572656540622 0.010799007658187585 0.02211329402898581 -0.0156651674088348 0.9995744025288158
1638734349.340315580368 0.0075024418368211925 0.0318183036179376 -0.14249116462550396 0.01006755900712848 0.02155924264796467 -0.01720312916525122 0.9995688548864495
1638734349.390605211258 0.0060806449101947855 0.03337265458790969 -0.15204141546964417 0.008812251947569292 0.01961918442744808 -0.02077281210096111 0.9995528610811099
1638734349.450711727142 0.008614262544514511 0.03353347920706452 -0.16355126515752055 0.009587375167495032 0.014947069041858975 -0.02362276511049628 0.999563220778451
1638734349.490383148193 0.007802934781120994 0.034680826147544426 -0.1723959990537883 0.00956567536186133 0.010794337385191534 -0.025599215855144804 0.9995682369317704
1638734349.540760278702 0.00792127876705827 0.03694709192714592 -0.18632191702180978 0.0075566134184343325 0.007706558915519759 -0.026269789375705004 0.9995966209974313
1638734349.590370416641 0.008046702702329225 0.035851402539525117 -0.19993782971616123 0.0036679307441763575 0.00646085753087811 -0.025341629590186578 0.9996512418907584
1638734349.640572547913 0.009284416102216716 0.03539036889355097 -0.21457352010682096 0.0009149095219197028 0.008012845866909708 -0.022859245315045858 0.9997061629025334
1638734349.690680027008 0.010154120563107603 0.03439286913918992 -0.229313343808302 0.0022465263893048444 0.011537337437616136 -0.018695000385623432 0.9997561402285131
1638734349.740433692932 0.010061158054259592 0.03576879022399543 -0.2447204571558229 -0.0036439019326684726 0.015800032293399536 -0.014835997885912338 0.9997584578911858
1638734349.790387153625 0.010674747789804222 0.03543558991944278 -0.2590620916523249 -0.00682215477724411 0.018731941002912107 -0.012491627765708347 0.9997232276116335
1638734349.840161561966 0.010043414540556975 0.03385783962423218 -0.2760979941062362 -0.004182921993215241 0.019186182621701443 -0.010508416896714733 0.9997519526034098
1638734349.890385627747 0.009745335901478545 0.03216431919424111 -0.2949734441258256 -0.0012781690641035758 0.020275939724787667 -0.0070129790849367745 0.9997690086597377
1638734349.940376520157 0.008909065485786046 0.03124207179391787 -0.31543272345888906 0.00013850835637291829 0.02114202565520261 -0.0018523831148810994 0.999774756754453
1638734349.990624904633 0.008341125014418149 0.030791156672546498 -0.33579057399649404 -0.001567459575777672 0.021610256475822966 0.0021800946503453666 0.999762865420017
1638734350.050683736801 0.0069197918753112365 0.02915609434418777 -0.35921793325131185 -0.000979604891576704 0.02407307786350572 0.0037130380064732452 0.9997028261664547
1638734350.100957393646 0.006027248462067473 0.027495314914540384 -0.3783463368704583 0.0006510203996286473 0.024409510874398847 0.004831986563063666 0.9996901539262883
1638734350.150969505310 0.005092345247832216 0.027416665420264653 -0.3999427113232527 0.0023405370724419975 0.021916643961927298 0.006212928419971335 0.9997377566762732
1638734350.190416574478 0.004129205685152749 0.027650952358579957 -0.41816129962751897 0.0010360320383270127 0.018778270780636774 0.007708378862376015 0.9997934207022061
1638734350.250994443893 0.0034037061910762727 0.02735804055972841 -0.44477101205561265 -0.0007990453899206044 0.017318162005392386 0.009844779049835944 0.9998012418059301
1638734350.290475130081 0.002348408096755209 0.02698783191071507 -0.46341222694222006 0.00046849933276553587 0.017820013544921763 0.012156797270264924 0.9997671928532981
